"","b_Nu_Intercept","b_eta_Intercept","b_tau_Intercept","b_rho_Intercept","sd_group__Nu_Intercept","sd_group__eta_Intercept","sd_group__tau_Intercept","sd_group__rho_Intercept","sigma","r_group__Nu.h15.Intercept.","r_group__Nu.h16.Intercept.","r_group__eta.h15.Intercept.","r_group__eta.h16.Intercept.","r_group__tau.h15.Intercept.","r_group__tau.h16.Intercept.","r_group__rho.h15.Intercept.","r_group__rho.h16.Intercept.","lp__"
"1",-0.795845,0.529521,-0.805233,1.25702,1.01538,0.579692,1.30763,0.70064,0,-1.16896,1.46748,0.875868,0.435533,-2.57306,0.247683,-0.260945,-0.392941,-147.444
"2",-0.713546,0.431738,-0.878769,1.308,1.22476,0.61315,1.45382,0.762951,0,-1.23045,1.32332,0.960605,0.535769,-2.33912,0.306711,-0.335758,-0.438673,-144.622
"3",0.827254,0.631301,-0.812808,0.495656,1.67226,0.816829,1.57252,0.979643,0,-2.28545,-0.165621,0.759236,0.321158,-2.31078,0.314531,0.47987,0.324778,-145.071
"4",0.28408,0.980317,-0.659712,0.865223,1.59743,0.636116,1.34811,0.239299,0,-2.59165,0.349619,0.412265,-0.0147274,-2.72598,0.115014,0.117447,-0.00800571,-141.808
"5",-1.2059,1.29453,-0.353075,0.987115,1.05839,0.487147,1.48446,0.447577,0,-0.94528,1.71065,0.105242,-0.324387,-3.16173,-0.278706,0.0139732,-0.088715,-145.371
"6",-0.697215,1.28137,-0.592671,1.0752,1.19887,0.507697,1.46482,0.332562,0,-1.24024,1.48223,0.122081,-0.324916,-2.79517,0.0959745,-0.077437,-0.241038,-143.799
"7",-1.55852,0.91773,-0.461442,0.879548,1.31425,0.712995,1.8877,0.344366,0,-0.881518,2.23922,0.493944,0.0402291,-3.23574,-0.094271,0.138797,-0.0198994,-144.872
"8",-1.16297,0.895446,-0.967142,0.916182,1.31993,0.836572,1.48713,0.400049,0,-0.923309,1.91708,0.503615,0.0676896,-2.25309,0.430822,0.0594488,-0.0545538,-144.51
"9",0.348337,0.954143,0.123953,0.954924,1.32381,0.528824,3.99481,0.268609,0,-3.08738,0.287959,0.457352,-0.000138217,-3.70569,-0.652619,0.0510254,-0.116496,-147.65
"10",0.0884638,1.24019,0.69945,0.86884,1.7536,0.814335,2.33735,0.367921,0,-2.56171,0.521649,0.13731,-0.280382,-4.25666,-1.25396,0.115745,-0.0118591,-149.475
"11",-0.74898,1.08293,0.962479,0.99409,1.45271,0.357221,2.60021,1.04633,0,-0.627047,1.47325,0.28298,-0.127582,-3.80812,-1.50439,-0.0680112,-0.138745,-146.945
"12",-1.73277,1.11437,0.272326,0.779792,1.75206,0.481303,2.07279,0.291601,0,-1.08477,2.37645,0.290605,-0.144265,-4.01396,-0.813611,0.234039,0.0801316,-147.965
"13",1.52114,1.36135,-0.516263,0.937036,1.51453,0.43053,0.704946,0.595683,0,-2.32726,-0.846843,0.00664837,-0.39153,-2.08847,-0.0122668,-0.0284628,-0.0807068,-151.47
"14",-0.632949,1.52019,-0.0541637,0.880754,1.40778,0.40409,1.00864,0.219619,0,-1.04138,1.31508,-0.130079,-0.557801,-3.05974,-0.465298,0.0843853,-0.0352186,-146.393
"15",-0.789484,1.17127,-1.40079,1.04586,0.996678,0.417922,1.15008,0.226609,0,-1.42649,1.47326,0.210928,-0.217744,-1.9731,0.889513,-0.0701863,-0.215365,-146.719
"16",-1.1652,0.627644,-1.1382,0.150199,1.24321,0.519279,1.65785,0.792613,0,-1.05975,1.94165,0.770504,0.335072,-2.26163,0.611905,0.838362,0.70774,-145.371
"17",-0.581686,0.590747,-0.443163,0.617265,1.627,0.826178,1.68648,0.373986,0,-0.591268,1.28367,0.78321,0.368777,-2.5378,-0.0865378,0.333592,0.231529,-141.104
"18",0.09751,0.771395,-0.827968,0.906797,1.10844,0.951148,1.99425,0.282835,0,-1.39006,0.585739,0.609697,0.192663,-2.14759,0.262485,0.0442551,-0.0340124,-142.208
"19",0.971661,1.00388,0.165336,0.773631,1.1501,0.35759,1.83771,0.244437,0,-2.24375,-0.244546,0.382636,-0.0502586,-3.04532,-0.653564,0.172406,0.046588,-145.007
"20",0.519641,0.904462,-1.00924,0.835636,0.933985,0.365101,2.36109,0.139081,0,-1.28829,0.0245092,0.458344,0.0621668,-1.54694,0.433038,0.0626092,0.0335878,-146.133
"21",0.565916,1.13045,-1.47138,0.776583,0.951562,0.387907,1.91341,0.179088,0,-1.27279,0.0100172,0.232487,-0.167112,-1.15398,0.934633,0.134016,0.069895,-145.433
"22",-0.175812,1.26924,-0.749235,0.700152,0.995641,0.44531,1.68824,0.361703,0,-0.97937,0.837812,0.0963133,-0.310715,-2.08102,0.229017,0.227403,0.138759,-141.471
"23",-0.426058,1.20976,-0.223567,0.830096,0.911132,0.368001,1.57919,0.123689,0,-0.371439,1.05849,0.175266,-0.246408,-2.56657,-0.332856,0.118076,0.0324778,-146.233
"24",0.494967,1.26044,-0.747632,0.365793,1.13417,0.395912,0.935742,0.281297,0,-1.18362,0.0546242,0.114418,-0.294902,-1.90077,0.142972,0.554834,0.516014,-150.212
"25",0.294756,1.47816,-0.308559,0.835586,2.71278,0.37728,1.37746,0.132944,0,-2.3546,0.275967,-0.0894496,-0.511503,-2.83642,-0.265416,0.127199,0.0338464,-145.965
"26",0.491105,1.65587,-1.92211,0.841214,1.72674,0.446458,1.72145,0.0723445,0,-2.07053,0.137229,-0.277666,-0.699046,-1.14406,1.38339,0.112711,0.00137788,-147.94
"27",0.802808,1.32817,-1.25699,0.870086,2.47509,0.369089,1.54129,0.0375276,0,-1.49691,-0.0637712,0.0379979,-0.371428,-1.41694,0.739872,0.0486666,-0.0289027,-147.567
"28",0.872389,1.30572,-2.13532,0.896189,2.71466,0.558649,1.15045,0.0338262,0,-2.0124,-0.20447,0.0642731,-0.344228,-0.678909,1.57715,0.0326745,-0.0306627,-147.93
"29",-1.98565,1.4259,-1.7522,0.898877,1.25339,0.785735,1.51476,0.132573,0,0.132549,2.54271,-0.0250336,-0.455951,-1.85223,1.1669,0.115333,-0.0230965,-150.893
"30",-1.81414,1.20431,-1.03943,0.753314,1.3379,0.99069,2.14412,0.151142,0,0.423821,2.5766,0.183079,-0.246794,-1.95892,0.557171,0.204861,0.071767,-145.082
"31",-1.11714,1.05449,-1.23875,0.603682,1.00748,0.365544,1.47503,0.234641,0,-0.489192,1.79925,0.323334,-0.0919842,-1.70523,0.699836,0.336573,0.252135,-144.744
"32",-0.176613,1.12723,-1.16517,0.342563,1.23583,0.342785,0.794796,1.13156,0,-1.10133,0.793625,0.26113,-0.163697,-1.80116,0.609931,0.613295,0.516241,-143.282
"33",0.747371,1.46633,-1.60325,0.695349,1.91991,0.41018,1.00983,0.621704,0,-2.97832,-0.0433975,-0.0752259,-0.508837,-1.85619,1.08493,0.294735,0.145253,-144.366
"34",-1.18882,1.44685,0.114338,0.691365,1.51926,0.59381,1.61984,0.308653,0,0.160081,1.7128,-0.0821109,-0.477299,-2.73307,-0.685144,0.207845,0.176027,-147.549
"35",-0.531594,1.01506,-0.660021,0.587795,1.06658,0.342123,2.26354,0.424557,0,-0.765542,1.17478,0.361463,-0.0552818,-2.41112,0.133108,0.373056,0.253664,-142.091
"36",-0.487896,1.01915,-0.585004,0.637195,1.04557,0.365767,2.19083,0.40242,0,-0.716013,1.17135,0.370607,-0.0587229,-2.44987,0.0480214,0.329888,0.213319,-142.703
"37",-0.254043,0.998198,-1.78653,0.38417,0.806605,0.379212,2.12889,0.434552,0,-0.730167,0.913636,0.389895,-0.0416461,-1.16194,1.24008,0.581186,0.468105,-147.439
"38",-1.52706,1.32417,-0.190371,0.624566,1.00133,0.587007,1.74186,0.220731,0,0.854927,2.04829,0.0474774,-0.35513,-2.4335,-0.386422,0.293101,0.246031,-149.773
"39",-0.403198,1.05324,-0.122912,0.832562,0.72593,0.51359,2.84483,0.433013,0,-0.65759,1.03338,0.341318,-0.0911857,-2.83284,-0.411848,0.133876,0.0144207,-143.673
"40",-0.518282,0.921095,0.0810328,1.10019,1.5094,0.450155,2.22112,0.409566,0,-0.467198,1.12233,0.462349,0.0418242,-3.09652,-0.63528,-0.132533,-0.243631,-143.226
"41",-0.805831,1.12525,-0.358017,0.934666,1.10593,0.303219,2.29182,1.92793,0,-1.77931,1.58402,0.273527,-0.168675,-3.36294,-0.10147,0.0736082,-0.125714,-146.271
"42",-1.16115,1.09151,-0.962486,1.22817,1.28276,0.265425,2.0944,1.02024,0,-0.728236,1.80997,0.292816,-0.129643,-2.28141,0.411187,-0.257212,-0.368804,-142.077
"43",-0.351479,1.06053,0.287856,1.33659,1.9258,0.287412,1.42278,1.3524,0,-1.54022,0.878941,0.328631,-0.0954154,-3.45856,-0.884303,-0.370372,-0.460765,-143.867
"44",0.301141,1.00283,-0.418721,1.59948,2.4685,0.276211,1.65736,1.1462,0,-2.17945,0.419559,0.399854,-0.0466736,-3.17217,-0.0761907,-0.585097,-0.771899,-146.046
"45",-0.681832,0.913916,1.23247,1.13459,2.04869,0.285077,2.22609,1.06525,0,-2.35967,1.29252,0.479508,0.0509647,-4.68976,-1.82017,-0.156216,-0.255322,-147.709
"46",-0.653465,0.904767,1.0083,1.26261,1.91461,0.28643,2.60214,0.875996,0,-2.25693,1.38282,0.495412,0.0558014,-4.58293,-1.53669,-0.266701,-0.410834,-145.309
"47",-1.1365,1.0528,0.918635,1.10714,3.08404,0.288603,2.33489,0.560815,0,-0.265334,1.8308,0.329376,-0.0956882,-4.17797,-1.40881,-0.126294,-0.286397,-147.715
"48",-0.149196,1.05492,1.09236,1.01833,1.08684,0.310812,2.86534,0.401403,0,-1.69267,0.78174,0.337981,-0.090717,-4.32546,-1.65909,-0.0421435,-0.152537,-144.249
"49",-0.280874,0.960566,0.962729,1.05421,0.890244,0.310378,2.50574,0.386803,0,-1.35486,1.02649,0.427309,-0.00482045,-4.08315,-1.46549,-0.0873218,-0.219476,-144.158
"50",-0.320186,1.02166,0.0781902,1.23437,0.787639,0.248285,3.04981,0.350158,0,-1.10906,0.951201,0.359376,-0.0605339,-3.05524,-0.606156,-0.286385,-0.3914,-144.593
"51",-0.0332622,0.969383,-0.454493,1.13432,1.22854,0.232822,1.58135,0.291484,0,-1.51208,0.716677,0.413106,-0.011136,-2.55088,-0.0495665,-0.182361,-0.303545,-143.204
"52",0.406166,0.925019,-0.819333,0.923178,0.826924,0.227919,1.13824,0.158656,0,-1.76425,0.197018,0.457198,0.0444133,-2.18048,0.238498,0.0312764,-0.0449103,-146.589
"53",0.0728624,0.851361,-0.0836567,0.584725,1.11947,0.205504,3.07566,0.611259,0,-1.39533,0.639812,0.518636,0.108018,-2.86501,-0.409585,0.354897,0.244503,-145.557
"54",-1.64295,0.913319,-0.339642,0.910689,3.56292,0.234844,1.89782,0.0874966,0,0.263764,2.38544,0.467854,0.043537,-2.65786,-0.174207,0.0433574,-0.070024,-146.399
"55",-1.60336,0.880424,-0.530943,0.911144,4.22298,0.255074,1.80575,0.104691,0,0.112597,2.38356,0.506336,0.0778426,-2.53596,0.0211483,0.0512911,-0.0672984,-147.202
"56",-1.68862,1.12716,-1.54716,0.939149,2.52544,0.289785,1.21583,0.0815637,0,0.115716,2.31607,0.250987,-0.162782,-1.41177,0.958605,0.00222487,-0.0594167,-146.978
"57",0.0914597,1.57035,1.17712,1.08382,1.22407,0.581476,2.78207,0.129937,0,-0.946288,0.504002,-0.197509,-0.605449,-3.8613,-1.75918,-0.162739,-0.210873,-147.503
"58",0.254463,1.59662,1.28422,1.04752,1.25227,0.606627,2.66246,0.118175,0,-1.04259,0.343626,-0.236281,-0.631643,-3.93869,-1.8366,-0.136878,-0.189312,-147.742
"59",-0.119371,1.73996,1.23107,1.29795,0.908962,0.477237,2.60861,0.19638,0,-0.587049,0.632218,-0.372642,-0.76435,-3.8884,-1.86566,-0.38061,-0.39121,-154.692
"60",0.283794,1.23532,0.940389,1.10214,1.38127,0.350313,3.28872,0.11725,0,-2.17632,0.324337,0.147879,-0.273214,-4.22228,-1.47262,-0.12865,-0.25683,-147.707
"61",0.307829,1.16929,1.14633,1.07209,1.14443,0.336175,3.00725,0.117404,0,-2.06462,0.307391,0.217625,-0.206958,-4.40948,-1.69205,-0.0943488,-0.220702,-146.675
"62",-1.46888,0.335364,-1.34786,0.850532,1.49879,0.432299,1.25382,0.051761,0,-0.358991,2.0727,1.04507,0.634094,-1.738,0.76078,0.101991,0.0313874,-150.922
"63",-0.429244,0.309176,-2.38418,0.932101,1.01665,0.388575,1.72912,0.13222,0,-1.39002,1.10332,1.09717,0.64814,-1.12199,1.8697,0.0771581,-0.097223,-152.503
"64",0.133569,0.835438,-1.41327,0.885948,1.57346,0.291622,1.27874,0.0993142,0,-2.1446,0.474915,0.557948,0.125219,-1.78378,0.897193,0.0845271,-0.0516426,-146.337
"65",-0.439915,0.977276,-0.64777,0.834744,0.9549,0.237757,1.87488,0.096465,0,-1.53603,1.00528,0.424112,-0.0146145,-2.67297,0.0770513,0.15257,0.027687,-146.923
"66",-0.487808,0.921897,-0.706625,0.887282,1.48421,0.296771,1.42543,0.114141,0,-0.666,1.20877,0.46446,0.0336369,-2.28365,0.197342,0.0747687,-0.0517835,-144.044
"67",0.0711214,1.00062,-1.47126,0.833454,0.983793,0.296936,0.946189,0.0932947,0,-1.38891,0.54724,0.3807,-0.0348546,-1.47795,0.89304,0.11603,0.0408875,-145.145
"68",0.568479,0.891501,-1.12722,0.688278,0.925152,0.255133,1.44765,0.145484,0,-1.04738,-0.00661188,0.466755,0.0742001,-1.37737,0.558965,0.206579,0.174463,-148.575
"69",0.169808,0.840385,-1.80739,0.793257,0.899252,0.298786,1.06658,0.12148,0,-1.14319,0.422848,0.528871,0.120873,-0.889733,1.22795,0.124156,0.073469,-147.862
"70",0.274253,0.873918,-2.10097,0.820752,1.11283,0.286601,1.00554,0.100859,0,-1.41711,0.305519,0.486786,0.0915419,-0.701091,1.54091,0.097448,0.0401944,-148.941
"71",-0.0377132,0.88186,-2.48962,0.720086,1.30514,0.27175,1.23303,0.228582,0,-1.19805,0.756817,0.505659,0.0788374,-0.384335,1.97132,0.226113,0.126003,-147.863
"72",1.13726,0.990162,-2.53462,0.892426,1.70893,0.240187,1.09908,0.285627,0,-2.38083,-0.527839,0.40024,-0.0330369,-0.475579,2.00989,0.0708862,-0.0561408,-150.031
"73",-0.708652,1.00131,-0.781547,0.979755,1.66905,0.319365,1.61854,1.16242,0,-0.928134,1.40025,0.398392,-0.0439875,-2.61269,0.309172,0.0189145,-0.168284,-145.814
"74",0.117256,0.950209,-1.47698,1.50628,0.971535,0.289946,2.09045,0.511228,0,-1.5768,0.556092,0.431503,0.014332,-1.35002,0.920818,-0.573697,-0.640141,-147.825
"75",0.0904696,0.741806,-1.60277,1.03224,1.22669,0.284398,1.09183,0.259667,0,-1.19489,0.522177,0.643696,0.220382,-1.34527,1.0536,-0.0739391,-0.179457,-145.808
"76",-0.183744,0.73892,-1.39759,0.890321,1.08489,0.299438,1.35382,0.371579,0,-1.00847,0.775619,0.63269,0.223334,-1.3262,0.828963,0.0281933,-0.026679,-145.74
"77",-0.314475,0.490073,-1.45999,0.750937,1.5932,0.333955,1.17318,0.737263,0,-1.74473,0.882798,0.907853,0.473034,-1.74797,0.86535,0.222545,0.127332,-148.021
"78",0.264429,0.528952,-1.0535,1.20132,1.54093,0.302053,1.25265,0.615524,0,-2.12072,0.419207,0.835451,0.430936,-1.90616,0.549806,-0.276776,-0.369652,-150.747
"79",-0.25503,0.783519,-0.156376,0.773894,1.15909,0.271771,2.03795,0.174116,0,-0.721864,0.867142,0.577206,0.18075,-2.68388,-0.428833,0.154439,0.105217,-149.868
"80",-0.116559,0.3983,-0.564412,0.715404,0.801971,0.467949,1.43077,0.532537,0,-1.40363,0.865283,0.994533,0.554586,-2.55128,0.121019,0.256698,0.0760847,-148.529
"81",-0.903451,0.744013,-0.431742,0.89946,0.793912,0.419518,1.63529,0.364417,0,-1.03196,1.49392,0.66619,0.219803,-3.02463,-0.1402,0.107806,-0.0345156,-146.904
"82",0.349659,0.570803,-0.0961072,1.06349,1.06168,1.02226,2.07994,0.619756,0,-1.45242,0.131771,0.808495,0.396113,-2.80914,-0.51236,-0.116324,-0.184641,-142.68
"83",-1.36453,1.19234,-1.48703,0.768261,1.00298,0.493256,1.30563,0.209762,0,-0.534453,2.09593,0.199066,-0.231399,-1.69033,0.943008,0.201191,0.0943195,-146.169
"84",-0.516719,1.0612,-0.636404,0.803237,0.577097,0.68879,2.64916,0.0950674,0,-0.900174,1.34166,0.328984,-0.106452,-2.49049,0.1667,0.171863,0.0154476,-148.991
"85",-1.13224,0.247423,0.197409,0.807558,0.819118,0.83777,2.32529,0.124012,0,-1.19053,1.87936,1.14479,0.71079,-3.52441,-0.668659,0.168834,0.0091903,-147.206
"86",-0.765297,0.0270326,-0.125938,0.911467,0.663316,1.18331,2.11704,0.09189,0,-1.07621,1.47755,1.36673,0.93918,-3.19789,-0.384762,0.0747888,-0.066263,-147.401
"87",-0.819036,0.206464,-1.03693,0.91206,0.665586,1.13042,1.0928,0.0552901,0,-0.965843,1.51116,1.17144,0.751205,-2.11406,0.480092,0.0475312,-0.0512779,-149.092
"88",-0.699419,0.820111,-0.981389,0.973579,0.700471,1.90118,1.7613,0.0475577,0,-1.73933,1.18093,0.575494,0.150738,-2.58035,0.321346,0.0229042,-0.0606858,-152.285
"89",-0.480936,1.07053,0.208883,0.861836,0.63201,1.92303,2.62048,0.110632,0,-1.62607,1.0517,0.322218,-0.10432,-3.75385,-0.792128,0.136372,0.0128079,-148.512
"90",-0.330216,1.34347,-0.723232,0.880411,0.613229,1.16418,1.46578,0.0876132,0,-1.5748,0.99283,0.0472387,-0.383474,-2.39427,0.171329,0.0832121,-0.0217222,-147.058
"91",-0.240094,1.72104,-2.0854,0.938663,0.769666,1.3357,0.991157,0.113614,0,-1.89567,0.934387,-0.326293,-0.765582,-1.45217,1.57579,0.0616248,-0.107455,-149.821
"92",-0.570652,1.64504,-1.01434,0.385045,0.852614,2.20116,3.6549,0.412415,0,-1.31358,1.2106,-0.273003,-0.684173,-2.02101,0.453115,0.557332,0.477854,-147.87
"93",-0.758494,1.5224,-0.895531,0.622322,0.811004,2.11516,3.67112,0.265005,0,-1.27974,1.28196,-0.123524,-0.552114,-2.56847,0.291782,0.375773,0.260914,-147.003
"94",-0.721272,1.6348,-1.28626,0.842332,0.951286,2.47995,1.88727,0.171728,0,-1.1762,1.36698,-0.233408,-0.665998,-2.09936,0.74265,0.154341,0.0197511,-146.373
"95",0.223648,1.73976,-0.583651,0.824193,1.36223,3.62423,1.69208,0.121319,0,-1.93392,0.407903,-0.360614,-0.782856,-2.53347,0.0174029,0.133566,0.0351371,-146.414
"96",0.17384,1.68625,-1.07493,0.624559,1.9863,3.67854,1.29707,0.364921,0,-1.75807,0.399133,-0.288765,-0.71991,-2.12353,0.550456,0.356754,0.218346,-147.909
"97",-0.541827,2.01544,-0.0755028,0.855777,1.15733,2.97522,1.92146,0.0952882,0,-1.16179,1.13477,-0.6346,-1.05159,-3.13868,-0.533363,0.115477,0.0312606,-148.856
"98",-0.662606,1.90753,-0.11174,0.847321,1.14808,2.98297,1.87936,0.0650034,0,-1.03145,1.13038,-0.534496,-0.941401,-2.76909,-0.476903,0.0804081,0.0205842,-149.926
"99",-0.801262,2.15355,-0.829897,0.816732,0.941927,2.80128,1.175,0.498751,0,-0.499987,1.40536,-0.767933,-1.20057,-2.16219,0.333103,0.14203,-0.00306518,-148.343
"100",-0.313187,2.27357,-0.838711,1.28138,0.697847,2.50292,0.98073,0.499532,0,-0.952168,0.990942,-0.891881,-1.31852,-2.141,0.328948,-0.325943,-0.451079,-146.565
"101",-0.772954,2.30806,0.142406,0.651958,0.712629,2.28248,1.67506,1.30782,0,-0.78811,1.39382,-0.909437,-1.34481,-3.24984,-0.654708,0.323498,0.183946,-148.279
"102",-0.123736,2.33869,-0.658079,1.25849,1.02612,2.13299,1.02733,0.469204,0,-1.27145,0.693677,-0.944776,-1.37034,-2.33302,0.0649467,-0.297149,-0.377994,-147.312
"103",0.647019,3.108,0.0885017,1.1135,1.27169,1.62671,1.52925,0.60414,0,-1.84896,0.0310348,-1.71715,-2.1451,-2.98179,-0.6351,-0.160192,-0.252898,-149.323
"104",2.1566,1.94698,-1.4238,0.74944,1.47226,3.15129,0.862158,0.194649,0,-3.46385,-1.37965,-0.577784,-0.994633,-1.36021,0.936363,0.170776,0.0715391,-153.676
"105",0.916792,1.99736,-1.77921,0.963874,1.74847,2.78853,0.983693,0.336599,0,-2.25297,-0.224231,-0.623381,-1.04442,-1.20033,1.27445,-0.0150311,-0.138633,-147.135
"106",0.85883,1.77817,-2.1411,0.894248,2.39546,2.70869,0.92738,0.141283,0,-2.63776,-0.202822,-0.380964,-0.816463,-1.02673,1.61399,0.0787537,-0.0476662,-148.062
"107",0.523839,1.44242,-0.763091,1.04496,3.21475,3.14459,1.61697,0.473989,0,-2.22619,0.0253264,-0.052372,-0.47522,-2.39095,0.157794,-0.0728154,-0.161112,-144.402
"108",0.500051,1.62846,-0.970184,1.03316,2.70857,2.57336,1.06723,0.445936,0,-1.88069,0.134432,-0.243356,-0.667342,-2.03236,0.439207,-0.0755793,-0.190392,-143.437
"109",0.378489,1.15079,-0.991524,0.781589,3.23261,3.10643,2.04108,0.217746,0,-2.56701,0.354599,0.254574,-0.187081,-2.4284,0.494817,0.215298,0.0544854,-145.001
"110",0.225693,0.67556,-2.56263,0.499918,2.99027,3.06222,1.80841,0.525125,0,-3.26804,0.466763,0.727603,0.287953,-1.26703,2.05515,0.515184,0.341821,-149.138
"111",-0.164432,1.00506,-0.782257,0.253935,2.7973,2.48079,2.36822,0.46164,0,-0.533455,0.924758,0.33926,-0.0518779,-1.77903,0.273491,0.634435,0.58243,-149.832
"112",-0.603637,0.472537,-0.132559,0.907326,2.73095,2.54842,1.51059,0.0946663,0,-1.15675,1.10034,0.917019,0.498311,-2.88705,-0.473269,0.0446812,-0.0236481,-146.081
"113",-1.10143,0.406052,-1.70959,0.764128,1.78446,2.39042,0.882171,0.251414,0,-0.55213,1.75163,0.991681,0.549097,-1.41808,1.20394,0.208895,0.0594882,-146.297
"114",-0.34717,1.30312,-0.297809,0.973575,1.16727,1.11179,2.091,0.108823,0,-1.10084,0.972326,0.0655138,-0.341761,-2.59328,-0.235272,-0.04311,-0.1277,-142.911
"115",-0.113556,1.59186,0.00718522,0.963936,1.03218,1.06271,1.50332,0.105828,0,-1.31058,0.784584,-0.219343,-0.625722,-2.84287,-0.5517,-0.038147,-0.103264,-145.06
"116",0.109197,1.28028,-0.0471575,0.973979,0.847758,0.90517,1.4029,0.1369,0,-1.33423,0.562105,0.108095,-0.319338,-3.07992,-0.462695,0.004478,-0.13864,-145.595
"117",-0.121722,0.270084,-0.309591,0.885819,1.05477,1.07247,0.858204,0.0244267,0,-0.432192,0.737581,1.09277,0.694383,-2.21595,-0.242383,0.0148022,-0.0267993,-148.193
"118",-0.326007,1.17716,-0.448228,0.985754,1.00813,0.77399,1.69147,0.149644,0,-0.911594,0.87787,0.210073,-0.205157,-2.51106,-0.148024,-0.0271114,-0.10096,-143.944
"119",-0.227754,0.783458,-1.0924,0.935556,0.654074,0.865778,1.70074,0.139108,0,-1.28686,0.795169,0.605375,0.181355,-2.02335,0.513009,0.0341712,-0.0641816,-143.552
"120",-0.704221,0.650479,-0.905661,0.474424,1.11103,0.577756,1.33471,0.706332,0,-1.23271,1.26885,0.746262,0.315084,-2.55748,0.331694,0.52383,0.393125,-142.466
"121",-0.798687,0.820853,0.331231,0.120121,3.1442,0.519861,1.27544,0.88868,0,-1.16982,1.4555,0.572921,0.139304,-3.6199,-0.862273,0.860069,0.725996,-143.056
"122",-1.37945,0.97279,0.290197,0.65182,2.0204,0.972588,1.17846,0.412738,0,-0.384103,1.97384,0.42265,-0.00486088,-3.57417,-0.876532,0.331809,0.227391,-145.528
"123",-1.03927,0.924721,-1.15014,0.557057,1.48129,0.511809,1.0396,0.675648,0,-0.118685,1.65991,0.447732,0.038862,-1.78513,0.610766,0.386882,0.293133,-142.335
"124",-0.45745,0.749392,-0.584382,0.432744,2.49076,0.875559,1.86946,0.855693,0,-3.09996,1.1109,0.658779,0.212575,-3.38702,0.0526591,0.587743,0.414475,-141.626
"125",0.925776,-0.147716,0.0922132,0.915795,1.62545,1.87723,1.32451,0.544984,0,-2.04972,-0.213687,1.52719,1.10637,-3.1285,-0.599451,0.045474,-0.0795821,-144.091
"126",0.23836,-0.316992,0.422317,0.764639,1.89274,1.88864,1.39421,0.925443,0,-2.05813,0.416587,1.70564,1.27859,-3.57813,-0.964855,0.201857,0.089895,-141.258
"127",0.16274,0.0941457,0.039141,1.2479,3.94926,1.84564,1.35021,0.348547,0,-3.01451,0.521715,1.30528,0.866949,-3.67853,-0.561155,-0.248982,-0.403749,-144.788
"128",0.0902961,0.528387,-0.776034,1.61733,2.83207,2.13497,1.26442,0.528239,0,-1.2621,0.620145,0.848695,0.429416,-2.07887,0.245496,-0.680829,-0.769014,-144.315
"129",0.272727,0.508329,-0.937555,1.76891,3.06738,2.23068,1.51263,0.555113,0,-2.2202,0.454921,0.877871,0.452579,-2.29985,0.391141,-0.796132,-0.90609,-146.502
"130",0.821601,0.330607,-0.958786,1.2437,2.25531,2.97188,1.8712,1.15514,0,-3.01248,-0.256919,1.07247,0.636737,-2.54562,0.36257,-0.240555,-0.363225,-142.928
"131",-0.317445,0.473976,-1.51529,0.837794,2.30716,3.7701,0.841624,1.03463,0,-0.355861,0.845354,0.890988,0.497201,-1.13194,0.912506,0.0778589,0.0490133,-145.416
"132",-0.20178,0.366458,-1.39782,0.644382,1.53537,4.10013,1.39702,1.19941,0,-1.40998,0.979422,1.01562,0.590364,-1.56228,0.922242,0.298846,0.17492,-143.115
"133",-0.392166,0.272569,-1.84209,0.82915,1.55108,3.68572,1.15622,0.779568,0,-0.242241,0.936442,1.09804,0.691301,-0.841472,1.24721,0.0973496,0.0481905,-145.537
"134",-1.41545,0.514394,-2.01722,0.719951,0.929821,2.52618,1.20261,0.756201,0,0.396228,2.08829,0.862746,0.44056,-0.724462,1.53661,0.207215,0.0905447,-147.896
"135",-0.938587,0.620621,-2.3165,0.678965,0.884993,2.3052,1.26511,0.579574,0,0.326574,1.60576,0.736719,0.339631,-0.201695,1.77906,0.214781,0.171926,-146.586
"136",-1.00506,0.451555,-1.16515,-0.143109,0.736679,2.79487,1.81257,1.86186,0,0.172613,1.61431,0.922816,0.511243,-1.65382,0.615281,1.08314,0.999847,-144.87
"137",-0.739719,0.866507,-0.999559,0.920255,0.744955,2.6518,1.28884,0.726607,0,-0.132419,1.38973,0.499802,0.0971534,-1.64409,0.455202,-0.0115309,-0.0632187,-143.068
"138",-0.600466,0.942965,-1.20434,0.800148,0.703675,2.63411,1.45773,0.726542,0,-0.167849,1.27385,0.430455,0.0123072,-1.55468,0.686427,0.136165,0.0348296,-143.872
"139",-0.634257,1.19647,-1.46488,0.745114,0.670156,2.6058,0.723579,1.17114,0,0.293488,1.14896,0.152769,-0.233018,-0.933025,0.889895,0.131309,0.117494,-149.648
"140",-0.289843,1.29458,-1.59053,0.697758,0.647197,2.49991,0.685565,1.24591,0,0.172038,0.975348,0.0564306,-0.333191,-0.777842,1.0545,0.182438,0.154864,-149.435
"141",-0.856223,1.31895,-0.841135,1.85831,0.633997,3.61787,1.16222,1.44719,0,-0.0494326,1.43138,0.0467669,-0.357191,-1.89775,0.277232,-0.937101,-1.00132,-148.051
"142",-1.8042,1.50903,-0.733435,2.16403,0.882447,2.34988,1.83503,1.48795,0,0.134959,2.42765,-0.125148,-0.5442,-2.32544,0.162737,-1.20874,-1.29426,-147.651
