"","b_Nu_Intercept","b_eta_Intercept","b_tau_Intercept","b_rho_Intercept","sd_group__Nu_Intercept","sd_group__eta_Intercept","sd_group__tau_Intercept","sd_group__rho_Intercept","sigma","r_group__Nu.h15.Intercept.","r_group__Nu.h16.Intercept.","r_group__eta.h15.Intercept.","r_group__eta.h16.Intercept.","r_group__tau.h15.Intercept.","r_group__tau.h16.Intercept.","r_group__rho.h15.Intercept.","r_group__rho.h16.Intercept.","lp__"
"1725",0.0530032,0.693403,-1.1439,1.11541,0.643551,0.374898,0.926018,0.284442,0,-1.02432,0.510874,0.690822,0.270504,-1.71668,0.587892,-0.164051,-0.259443,-147.253
"1726",0.427281,0.414179,-1.31493,0.562284,1.19132,0.505444,0.722256,0.440167,0,-1.09913,0.181261,0.94386,0.546286,-1.29496,0.776396,0.344563,0.284517,-146.765
"1727",0.361817,0.455409,-1.46272,0.597224,1.05681,0.524132,0.723141,0.364989,0,-1.01111,0.303409,0.90371,0.50885,-1.18748,0.928742,0.312834,0.254287,-147.966
"1728",-0.0984728,0.155357,-1.96193,0.694759,1.27741,0.53625,0.97789,0.250649,0,-0.999052,0.65543,1.21072,0.812216,-0.869754,1.40971,0.231592,0.161009,-150.189
"1729",-0.359262,1.14289,-1.71437,0.793309,2.03548,0.518095,0.993103,0.193649,0,-0.536851,0.957597,0.212748,-0.174891,-0.896068,1.18183,0.100936,0.0575222,-148.328
"1730",-0.0919493,1.33852,-1.57539,0.778846,2.61228,0.362172,0.98939,0.416497,0,-1.22171,0.778951,0.0365695,-0.379307,-1.17858,1.07479,0.138629,0.0511959,-146.256
"1731",0.363543,1.23946,-1.70177,0.904832,1.80634,0.375123,0.966269,0.490138,0,-1.1897,0.409427,0.12569,-0.287233,-0.971403,1.23744,0.00975187,-0.0936033,-145.422
"1732",-0.391008,1.16496,-1.91475,1.01943,1.79626,0.270417,1.14062,0.776211,0,-1.07901,1.03263,0.216194,-0.200989,-0.921784,1.36742,-0.0856137,-0.161744,-145.106
"1733",-0.803657,0.856739,-2.04685,1.01637,1.45284,0.34408,1.09018,0.254928,0,-0.650317,1.57143,0.522052,0.0985709,-0.833575,1.5369,-0.0797523,-0.17874,-146.661
"1734",-0.714302,0.900671,-0.370733,1.12098,0.736782,0.418815,1.43379,0.274374,0,-0.766929,1.53654,0.495325,0.0513921,-2.76343,-0.110594,-0.144142,-0.297048,-147.203
"1735",-0.718449,1.1111,0.224704,1.48571,0.576416,0.368963,1.29613,0.477568,0,-0.848416,1.26121,0.265597,-0.141547,-3.37637,-0.795684,-0.521009,-0.615759,-152.272
"1736",-0.0895029,0.949283,0.0908174,0.675047,0.594994,0.449442,0.919583,0.232805,0,-1.25234,0.821685,0.424777,0.00741992,-2.90066,-0.600114,0.250034,0.159681,-150.186
"1737",-0.16611,0.911759,0.13773,0.723567,0.585342,0.465968,0.952459,0.221506,0,-1.22109,0.855737,0.462625,0.0476144,-3.00431,-0.64873,0.210529,0.114568,-149.085
"1738",-0.611594,0.857574,-0.0150691,0.796227,0.681509,0.499565,1.1034,0.455584,0,-0.712915,1.34745,0.515874,0.0960041,-2.7955,-0.475278,0.130363,0.0285712,-146.635
"1739",-1.34822,0.897696,-0.271498,0.735843,0.871063,0.658966,1.28387,0.348654,0,-0.25913,1.95213,0.491468,0.0703153,-2.92945,-0.312618,0.24151,0.143413,-145.128
"1740",-0.00300919,0.925836,-0.326565,0.818167,0.504319,0.252955,1.34443,0.18654,0,-0.645249,0.636839,0.447415,0.0371504,-2.44018,-0.240608,0.123069,0.0486492,-148.293
"1741",0.298772,1.00341,-0.277517,0.876619,1.16142,0.299922,1.79658,0.162647,0,-0.963897,0.290614,0.361157,-0.0395987,-2.2878,-0.317569,0.0268455,0.00271902,-144.863
"1742",0.548822,1.084,-0.146076,0.941682,1.36268,0.251446,1.83094,0.0815217,0,-1.66922,-0.0671221,0.290531,-0.111236,-2.61406,-0.486141,-0.0167487,-0.0432047,-146.592
"1743",-0.173061,0.853006,-1.75135,0.924173,0.853114,0.300607,1.41843,0.0560987,0,-0.424367,0.63161,0.509202,0.119392,-0.829743,1.1023,-0.0199446,-0.0195003,-150.509
"1744",0.220163,0.412619,-1.60658,0.92251,0.641985,0.685388,1.71362,0.0897497,0,-1.13058,0.374945,0.947909,0.551446,-0.993381,1.04487,-0.0241908,-0.0600155,-146.355
"1745",-0.0909856,0.943715,-0.710588,0.855669,1.53176,0.252008,1.57927,0.150646,0,-1.60041,0.723134,0.431746,0.0191931,-2.2105,0.160514,0.0777144,0.00152408,-143.897
"1746",0.240706,0.950674,-0.418601,0.867089,1.57342,0.239745,1.48079,0.136531,0,-2.1591,0.350109,0.425716,0.0164404,-2.65183,-0.165138,0.0789825,0.00852604,-145.625
"1747",-0.308742,1.1411,-0.410421,0.965846,0.922622,0.201913,1.35204,0.183242,0,-0.881795,0.865329,0.230472,-0.167387,-2.44284,-0.226128,-0.0330354,-0.0567332,-147.946
"1748",-0.333638,0.739797,-1.60865,0.833057,1.20262,0.327717,1.0549,0.0951728,0,-0.569026,1.02198,0.634055,0.221466,-1.08636,1.10408,0.0885001,0.00117879,-146.213
"1749",-0.37529,0.939364,-1.78266,0.869684,1.35429,0.2537,1.28535,0.0316764,0,-0.521996,0.949374,0.430435,0.0299931,-0.873534,1.20432,0.0451985,0.00346449,-149.02
"1750",0.444215,0.931334,-2.29463,0.764755,1.32801,0.22389,1.36886,0.257963,0,-1.63688,0.104457,0.45147,0.0345433,-0.601591,1.73742,0.180545,0.0935548,-148.096
"1751",-0.13836,0.856149,-0.914855,0.0149369,1.07005,0.228423,3.51673,0.960266,0,-1.40352,0.88265,0.5313,0.101933,-2.35498,0.398475,0.965986,0.830357,-147.277
"1752",-0.690582,0.878829,-1.26158,0.311381,1.46482,0.234013,3.80752,0.910637,0,-1.58149,1.2212,0.528302,0.085927,-2.10665,0.702377,0.678261,0.545028,-148.646
"1753",-0.665764,1.06394,-1.4494,-0.148081,1.35604,0.204491,2.24661,0.779954,0,-2.411,1.39334,0.340942,-0.110321,-2.24764,0.977575,1.15358,0.95844,-147.152
"1754",-0.462709,1.08204,-1.51733,-0.0103772,1.44262,0.214278,2.28703,0.778609,0,-2.78174,1.16628,0.323632,-0.127845,-2.41965,1.01974,1.03222,0.835991,-148.466
"1755",-0.557208,1.04208,-1.3284,0.676243,0.874957,0.251115,1.79893,0.451792,0,-0.890045,1.30486,0.345639,-0.079904,-1.72204,0.826544,0.285849,0.161977,-143.856
"1756",-0.615472,1.09915,-1.06428,0.782758,0.82757,0.385107,1.68503,0.676204,0,-1.6317,1.32151,0.294545,-0.137361,-2.32598,0.586741,0.20209,0.0373651,-144.818
"1757",-0.920369,0.960132,-0.550744,1.01206,0.727745,0.591079,1.6166,0.445685,0,-0.851586,1.55303,0.428444,0.00301261,-2.56412,0.0444622,-0.0479939,-0.180975,-144.498
"1758",-1.13354,1.24901,-0.881708,0.612829,0.86388,0.259359,1.01435,0.244702,0,-0.397219,1.8661,0.128129,-0.291709,-2.07044,0.374525,0.32882,0.225306,-147.345
"1759",-0.919621,1.21829,-1.22867,0.788643,1.15708,0.417234,1.35456,0.235428,0,-0.62955,1.68694,0.170184,-0.262392,-2.02099,0.752885,0.193893,0.0291591,-144.503
"1760",-1.0406,1.49367,-0.990206,0.877568,0.939894,0.617382,1.62576,0.281853,0,-0.685658,1.70985,-0.104056,-0.535825,-2.33452,0.478458,0.107616,-0.0438453,-143.383
"1761",0.0352013,0.874083,0.2054,-0.226358,0.53803,0.356245,1.06768,2.21024,0,-1.00648,0.688774,0.50019,0.0878699,-2.91753,-0.732871,1.15127,1.07679,-148.83
"1762",-0.72807,1.26353,0.0366567,-0.295763,0.718353,0.683871,1.27827,0.858798,0,-1.23468,1.25185,0.129258,-0.293122,-3.5347,-0.597802,1.29471,1.15644,-150.603
"1763",-0.632945,0.437786,-0.969086,0.556542,1.03037,1.93384,0.905949,0.589617,0,-1.00846,1.47957,0.963949,0.516406,-2.1757,0.497061,0.421465,0.267274,-146.732
"1764",0.183435,0.34407,-1.06484,0.974009,0.954841,1.93823,0.820691,0.243908,0,-1.90696,0.376038,1.04158,0.625071,-2.12379,0.522382,-0.00150247,-0.121108,-148.406
"1765",0.657028,0.107031,-0.871387,1.04396,1.21728,1.52611,0.778711,0.208549,0,-2.4179,0.073187,1.28037,0.850797,-2.30499,0.348491,-0.0701915,-0.199192,-151.371
"1766",0.503469,0.07322,-1.39113,1.27053,0.950346,1.33296,0.72601,0.446369,0,-2.3263,0.0744308,1.31398,0.898252,-1.85371,0.843199,-0.294461,-0.412593,-151.041
"1767",0.022435,-0.370795,-1.53615,0.822984,1.22432,0.751791,0.837805,0.404643,0,-1.75309,0.700457,1.76545,1.32971,-1.70832,1.02828,0.158384,0.0157609,-146.574
"1768",-0.106607,0.228641,-1.07631,0.719786,0.941838,0.602425,0.684466,0.498389,0,-1.0582,0.879716,1.15721,0.72562,-1.83939,0.602231,0.231082,0.0974117,-147.165
"1769",-0.948109,1.22436,-1.3194,1.06537,1.98165,0.492598,0.611453,0.269009,0,-0.582222,1.6567,0.14952,-0.266686,-1.55886,0.822004,-0.132117,-0.235957,-148.719
"1770",-0.406327,1.18857,-1.72405,1.01605,1.46427,0.275298,0.802031,0.170415,0,-1.83674,1.02768,0.203269,-0.221095,-1.83106,1.13411,-0.0173876,-0.131077,-150.436
"1771",-0.498723,1.47227,-1.69578,1.00667,1.33336,0.471135,0.754292,0.215769,0,-2.0474,1.28014,-0.0763289,-0.512724,-1.70864,1.16927,-0.0254032,-0.154451,-151.133
"1772",-0.736436,0.877639,-1.60099,0.943803,1.76339,0.849887,0.949561,0.332897,0,-0.78723,1.54041,0.501059,0.0769775,-1.71224,1.11852,0.0400565,-0.117908,-149.588
"1773",-0.283542,1.04419,-1.60988,0.515052,1.4242,0.38691,0.842695,0.571002,0,-1.4745,0.96518,0.33838,-0.0840195,-1.5858,1.06256,0.44935,0.342208,-145.257
"1774",-0.26686,0.818632,-1.18756,0.734381,1.41925,0.883699,0.876711,0.211996,0,-1.28448,0.877643,0.569537,0.140605,-1.86357,0.644354,0.223404,0.113211,-144.583
"1775",-0.977688,1.46433,-0.611351,0.700005,1.65431,0.40771,1.59786,0.293276,0,-0.957049,1.66479,-0.0712919,-0.497771,-2.72368,0.0833981,0.284948,0.152774,-143.83
"1776",-1.03591,1.7053,-1.58447,0.768689,1.91036,0.801623,1.32311,0.211151,0,-0.814012,1.66411,-0.324487,-0.744647,-1.6779,1.05509,0.203364,0.0734631,-144.552
"1777",-0.400879,1.08174,-0.453647,1.08368,1.26356,0.818873,1.98545,0.145775,0,-1.77706,1.05139,0.313276,-0.118397,-3.062,-0.0763836,-0.0883711,-0.235754,-144.26
"1778",0.499282,0.661538,-0.974908,1.04038,1.4575,0.959862,1.97827,0.223831,0,-2.40581,0.264342,0.731886,0.298935,-2.1744,0.46833,-0.0716884,-0.19831,-142.907
"1779",-0.065059,0.623522,0.419308,1.02565,0.917728,0.742873,1.84417,0.201396,0,-1.85287,0.651361,0.75902,0.337449,-3.77703,-0.986139,-0.0462763,-0.164296,-145.594
"1780",0.0444952,0.677808,-0.383502,0.918194,2.00358,0.8712,1.25208,0.111715,0,-1.78343,0.627338,0.705163,0.286715,-2.67327,-0.151682,0.0332126,-0.0634395,-143.282
"1781",0.223529,1.62873,-1.23712,0.940585,1.29455,0.796331,1.37732,0.375665,0,-1.39681,0.519957,-0.255513,-0.676823,-1.69046,0.723031,0.00406389,-0.104145,-143.675
"1782",-0.246335,1.61552,-1.29978,0.745664,1.13924,1.26873,2.03539,0.404607,0,-1.58271,0.834656,-0.235223,-0.64657,-1.78856,0.728083,0.208711,0.124327,-143.156
"1783",-0.276766,1.62029,-1.22502,0.798271,1.11787,1.1691,2.69306,0.351328,0,-1.56766,0.909784,-0.220181,-0.659341,-2.05608,0.701893,0.186919,0.0430928,-143.102
"1784",0.236761,1.04502,-0.341392,0.902673,0.784711,1.07644,2.23068,0.280073,0,-1.83211,0.424952,0.340757,-0.0825127,-2.72402,-0.227827,0.0599443,-0.0319668,-144.668
"1785",-0.351546,0.246775,0.372208,0.851381,1.0475,1.79662,1.27907,0.20091,0,-1.31894,0.975787,1.12662,0.715095,-3.26421,-0.90755,0.0787677,-0.00484284,-145.347
"1786",-0.377499,0.280397,0.0591069,0.803383,1.12768,1.79985,1.36074,0.242645,0,-1.2411,0.844091,1.09348,0.686967,-3.08863,-0.726152,0.140623,0.106728,-149.355
"1787",-0.0638212,0.358613,-0.676016,0.817645,0.898179,1.42472,2.13802,0.085199,0,-1.08013,0.805043,1.02006,0.600235,-2.12832,0.180512,0.113511,0.0152664,-145.087
"1788",-0.249936,0.90192,-0.97796,0.907376,1.01612,0.637949,1.96661,0.0442464,0,-0.495467,0.876196,0.462505,0.0582614,-1.68059,0.433453,0.00672392,-0.0552581,-144.289
"1789",-0.819711,1.15727,-1.24627,0.975087,1.15891,0.466399,1.81659,0.13363,0,-0.770624,1.64609,0.226278,-0.19985,-1.91038,0.780841,-0.00705986,-0.154547,-144.841
"1790",-1.19739,0.69105,-1.09799,0.932772,1.11489,0.545641,2.25748,0.0921564,0,-0.274787,1.70737,0.702419,0.275607,-1.95441,0.532813,0.0338172,-0.0728068,-146.248
"1791",0.922878,0.551283,-1.46142,0.856648,1.95637,1.19701,1.20458,0.182589,0,-2.70309,-0.402286,0.832414,0.411234,-1.54688,0.887699,0.0926736,0.00376616,-144.775
"1792",-0.427026,0.61824,-0.822498,0.236624,1.35844,0.793898,1.3563,0.63648,0,-0.813117,1.17921,0.762229,0.343861,-2.08524,0.296551,0.70886,0.618606,-142.176
"1793",-0.135894,1.37561,0.262662,-0.377725,1.11743,0.794794,2.14336,1.10585,0,-1.43226,0.79467,0.00285434,-0.423661,-3.47145,-0.72434,1.34822,1.17448,-148.23
"1794",0.0784002,1.50576,-0.230979,-0.0632336,0.764189,0.848368,1.64694,0.611589,0,-1.38347,0.554509,-0.125621,-0.54881,-2.66196,-0.30429,1.00762,0.906229,-145.281
"1795",0.357848,1.80635,-0.322722,0.590979,1.38611,1.62254,2.38771,0.428135,0,-2.4313,0.271369,-0.412328,-0.839906,-2.93518,-0.186764,0.383212,0.245529,-145.427
"1796",0.265708,1.86118,-0.360608,0.707985,1.38877,1.58444,2.43157,0.436623,0,-2.26678,0.447633,-0.469857,-0.895777,-2.9324,-0.152702,0.269609,0.136917,-143.417
"1797",0.0613835,1.75709,-0.483543,0.67772,1.37005,1.45686,1.99216,0.400743,0,-1.96579,0.589487,-0.364774,-0.797196,-2.79905,-0.0357853,0.301331,0.159305,-141.416
"1798",0.870323,1.8332,-1.13796,0.867573,1.78793,0.93031,2.76359,0.564424,0,-3.78014,-0.104586,-0.422348,-0.880976,-2.54399,0.684315,0.143217,-0.0656661,-146.227
"1799",1.41532,1.87112,-0.923333,0.928722,2.0076,0.841938,2.49615,0.427264,0,-4.51444,-0.851072,-0.463535,-0.902649,-2.91645,0.32975,0.0869448,-0.0476926,-146.518
"1800",1.27231,1.63671,-1.12185,0.720575,1.95223,0.830887,2.37511,0.462228,0,-4.65292,-0.581285,-0.225449,-0.680276,-2.69368,0.627149,0.295118,0.103574,-146.428
"1801",0.747342,1.35249,-0.627753,0.911506,2.05745,1.11096,1.13945,0.215455,0,-2.13122,-0.0144458,0.0336116,-0.394684,-2.59435,0.135917,0.0673157,-0.0836531,-145.315
"1802",0.650727,1.47711,-0.619143,1.02023,2.11761,0.562602,1.15618,0.341773,0,-3.1975,-0.051965,-0.0815803,-0.505629,-2.92786,0.0418227,-0.0239286,-0.141938,-147.056
"1803",0.360273,1.86245,-0.716386,0.920295,1.69846,0.550839,1.03527,0.314066,0,-2.03766,0.311338,-0.48113,-0.907668,-2.34756,0.174397,0.0343523,-0.071179,-146.102
"1804",0.114147,1.74874,-0.887628,1.16036,2.12509,0.748363,1.10333,0.248243,0,-1.64919,0.594668,-0.356204,-0.787318,-2.25839,0.370685,-0.183903,-0.315395,-145.465
"1805",-0.0460955,1.54232,-0.884634,1.09512,2.22208,0.620328,0.975106,0.376727,0,-2.20187,0.760953,-0.159656,-0.583536,-2.36867,0.361256,-0.131641,-0.247778,-145.259
"1806",-0.0696584,1.66727,-1.28096,0.123697,1.74353,0.60579,1.41285,0.745161,0,-2.46089,0.733767,-0.244783,-0.705443,-2.75755,0.769826,0.921256,0.713225,-148.903
"1807",0.0755378,1.39834,-1.5648,0.267251,1.92476,0.677701,1.2653,0.597918,0,-3.21361,0.51546,0.0138518,-0.434463,-2.5232,1.04295,0.767011,0.571049,-147.387
"1808",-0.347249,1.03297,-0.610301,0.700273,2.53299,0.87576,1.01345,0.266189,0,-2.48459,1.15983,0.373034,-0.075206,-2.99573,0.126168,0.303093,0.128907,-147.152
"1809",-0.252701,0.925277,-0.339131,0.877658,3.02535,0.846821,1.30492,0.156496,0,-2.55336,0.847204,0.491315,0.0390719,-3.84685,-0.258491,0.167537,0.00688277,-152.456
"1810",0.495607,1.23737,-1.13937,1.03522,1.97085,0.294857,0.679222,0.347899,0,-2.51416,0.174393,0.153668,-0.274415,-1.93316,0.627729,-0.0818229,-0.195242,-149.914
"1811",-0.417496,1.32891,-1.16124,1.16809,1.44462,0.546121,1.01894,0.287567,0,-1.91167,1.13581,0.0689045,-0.36876,-2.44764,0.673198,-0.164808,-0.341083,-146.011
"1812",-0.969373,0.91788,-0.852194,0.990209,1.96323,0.473232,0.847095,0.264456,0,-0.656368,1.7958,0.458748,0.0410905,-2.10224,0.411956,-0.0501831,-0.186813,-150.291
"1813",-1.01351,1.06466,-1.161,1.05296,1.41974,0.453577,0.896119,0.20073,0,-0.415391,1.69717,0.315042,-0.100608,-1.84678,0.662448,-0.10417,-0.219061,-148.567
"1814",-0.304796,1.04138,-0.95268,0.77775,1.08952,0.521171,1.13012,0.391989,0,-1.41892,0.999565,0.340757,-0.0848873,-2.39492,0.429767,0.204427,0.0614727,-145.16
"1815",-0.294741,1.15086,-1.32078,0.853139,1.53583,0.48589,1.15874,0.257197,0,-2.21469,0.909906,0.248566,-0.195267,-2.16736,0.764718,0.141259,-0.0012947,-145.235
"1816",0.301887,0.793664,-1.24632,0.645065,1.16532,0.532899,1.26042,0.486087,0,-2.24159,0.423813,0.618585,0.168301,-2.16605,0.786886,0.360523,0.166037,-149.234
"1817",0.376933,0.612897,-1.54625,0.883438,1.4348,0.601603,1.11809,0.51652,0,-2.59887,0.103653,0.775288,0.353281,-2.01639,0.933341,0.111667,-0.000497496,-147.166
"1818",0.469326,0.48438,-1.36787,0.912032,1.41134,0.631821,1.04293,0.363758,0,-2.70838,0.0833287,0.924813,0.48786,-2.11656,0.747931,0.0918287,-0.0160044,-148.171
"1819",0.440654,0.819153,-1.51819,0.998424,1.73255,0.472317,1.09267,0.289312,0,-2.6997,0.398895,0.586221,0.129598,-2.00029,1.08524,0.0050303,-0.20637,-146.678
"1820",0.145053,0.78202,-1.65109,0.954975,1.91685,0.413906,0.855436,0.11358,0,-2.41827,0.396533,0.610023,0.183018,-1.78866,1.05943,0.0308727,-0.0785082,-147.707
"1821",-0.268168,0.919003,-1.3484,0.964657,1.99231,0.32061,0.872802,0.161823,0,-1.43122,0.998933,0.471529,0.0429542,-1.95,0.838598,0.0205464,-0.12269,-145.584
"1822",-0.338111,0.739359,-1.10836,0.899362,2.53932,0.473659,1.11864,0.0977034,0,-1.23769,0.988078,0.6454,0.228656,-2.07659,0.544488,0.0706067,-0.0268578,-145.594
"1823",-0.618681,0.900697,-0.863315,0.97425,1.02243,0.33544,1.51103,0.247624,0,-1.19244,1.26502,0.506998,0.0602421,-2.51536,0.365734,0.0277336,-0.146821,-146.816
"1824",-0.534705,1.12699,-1.2288,0.724307,1.59803,0.214479,1.28822,0.347,0,-1.4018,1.19907,0.258799,-0.163571,-2.26857,0.684835,0.269441,0.132699,-146.11
"1825",-0.454625,1.23755,-1.19897,0.212657,2.62167,0.176702,0.912651,0.458026,0,-1.67555,1.10622,0.147643,-0.27857,-2.06631,0.712227,0.75858,0.604135,-150.268
"1826",-0.490289,1.26925,-1.30759,0.404846,2.32203,0.170989,0.861262,0.461804,0,-1.85021,1.05843,0.132339,-0.305165,-2.04033,0.729866,0.580692,0.461373,-148.898
"1827",-0.327071,1.2344,-1.44046,1.04946,2.34909,0.231696,0.909565,0.566842,0,-1.54015,0.95044,0.162301,-0.275706,-1.89971,0.915812,-0.0571091,-0.21082,-147.013
"1828",0.257831,1.16178,-1.49097,1.12703,2.13649,0.226781,0.820241,0.310735,0,-2.29526,0.414184,0.225667,-0.197998,-1.76988,0.926776,-0.15223,-0.255478,-148.645
"1829",0.279553,0.792633,-1.07587,0.895992,0.453852,0.614237,0.562248,0.0908602,0,-1.12744,0.354765,0.578695,0.166013,-1.6034,0.555495,0.022266,-0.0597903,-150.61
"1830",0.393372,1.0093,-1.38226,0.716566,1.21646,0.214515,0.729741,0.107742,0,-1.46174,0.220513,0.378563,-0.038711,-1.57947,0.843964,0.246456,0.14255,-155.618
"1831",-0.244929,0.568806,-0.852806,0.959756,0.776061,0.561474,0.887043,0.325722,0,-1.48901,0.83208,0.800936,0.390601,-2.19596,0.267555,-0.0136319,-0.0899647,-150.721
"1832",-0.228004,0.205851,-0.993259,0.921651,0.668518,0.668279,0.853852,0.179148,0,-1.28029,0.844839,1.17834,0.761238,-1.95109,0.443657,0.0227329,-0.0638337,-149.097
"1833",0.416272,0.838663,-0.791171,0.392317,0.9146,0.312107,1.26405,0.62777,0,-2.04052,0.0620914,0.552899,0.12792,-2.41125,0.209039,0.585362,0.469662,-149.5
"1834",0.555247,0.641513,-0.519186,0.766099,0.746235,0.381854,1.21652,0.424715,0,-1.55696,0.0899964,0.733823,0.317204,-2.43108,-0.0154243,0.186706,0.0807621,-146.465
"1835",1.50541,1.02185,-0.768343,0.764833,1.10981,0.202347,0.778026,0.247936,0,-2.29493,-1.05766,0.346239,-0.0487673,-1.85549,0.156971,0.146855,0.118746,-153.239
"1836",1.23796,0.845237,-0.785243,0.702829,1.35417,0.335064,1.19425,0.24733,0,-2.38603,-0.738346,0.527911,0.118015,-2.06153,0.205636,0.233031,0.160221,-146.518
"1837",-0.0652245,1.30018,-1.85081,0.707983,0.874321,0.349644,1.14166,0.549852,0,-1.67884,0.712786,0.0854789,-0.335524,-1.51054,1.30219,0.279819,0.153449,-147.388
"1838",0.75144,0.689639,-1.09774,0.842512,0.934414,0.465146,1.06231,0.544013,0,-1.86956,-0.137306,0.664685,0.271412,-1.61403,0.55135,0.05882,0.00750424,-148.251
"1839",0.484443,1.27062,-1.60915,0.836294,0.553722,0.667026,1.53811,0.374088,0,-1.18773,0.147635,0.0885785,-0.305859,-0.997519,1.11636,0.0699032,-0.0101766,-149.219
"1840",0.455366,1.29018,-1.55379,0.838467,0.576323,0.561225,1.48089,0.333611,0,-1.26215,0.161379,0.0900577,-0.333212,-1.19321,0.999552,0.101361,0.0129328,-148.48
"1841",0.119937,1.23557,-1.61075,0.856402,0.345822,0.405096,1.65152,0.408105,0,-0.800641,0.388347,0.129078,-0.263284,-0.989642,1.01479,0.0519211,0.0245704,-148.138
"1842",0.70017,1.17402,-0.939385,1.08385,1.01222,0.234025,1.86963,0.149062,0,-2.23074,-0.261235,0.205377,-0.202994,-2.12879,0.282421,-0.126548,-0.175842,-149.617
"1843",0.164533,0.966347,-1.27395,0.771855,0.465097,0.33576,2.25843,0.0906025,0,-0.968166,0.453462,0.393317,-0.00260302,-1.31099,0.746459,0.12755,0.0732135,-149.286
"1844",-0.0605103,1.0512,-1.02829,0.836613,0.49763,0.36115,2.30674,0.0604063,0,-0.827033,0.468292,0.312248,-0.0812713,-1.72915,0.421746,0.0860502,0.0397291,-150.551
"1845",0.621335,0.875698,-1.68884,0.702902,1.11662,0.54293,2.49944,0.116501,0,-1.14508,0.0914735,0.489774,0.0825211,-0.75728,1.17572,0.188581,0.137617,-151.111
"1846",0.17564,0.874244,-1.69895,0.577906,1.01219,0.306159,2.57048,0.199071,0,-2.06495,0.518093,0.512707,0.0855535,-1.41813,1.15933,0.383554,0.276979,-148.021
"1847",-0.332584,1.17858,-1.76379,0.828279,1.26432,0.430877,2.71539,0.0721387,0,-1.59727,0.921054,0.206328,-0.208725,-1.45309,1.19363,0.138898,0.0419112,-146.952
"1848",-0.627887,1.11787,-1.60799,0.846176,1.44378,0.585111,3.01377,0.0636319,0,-1.4127,1.07455,0.272492,-0.144353,-1.68224,0.995276,0.130757,0.0405795,-147.938
"1849",-0.928283,1.12128,-2.04926,0.722617,1.04911,0.810495,3.2307,0.113609,0,-0.763423,1.62855,0.288581,-0.169903,-1.38659,1.52997,0.288498,0.110619,-153.595
"1850",-0.687956,0.793345,-1.38391,0.854647,0.628149,1.05066,4.54563,0.0465307,0,-0.477309,1.3179,0.59834,0.175519,-1.45979,0.832418,0.0924384,0.0094135,-152.097
"1851",-0.704407,-0.308782,-0.462225,1.0261,1.17496,0.850283,4.39605,0.152883,0,-1.06656,1.38694,1.70234,1.27262,-2.89372,-0.00743873,-0.0338082,-0.210631,-151.781
"1852",-0.554041,0.0252064,-1.03096,0.929069,1.35722,1.3841,3.57367,0.0729684,0,-0.799334,0.974784,1.34868,0.94906,-2.03005,0.431025,0.0276707,-0.051001,-148.522
"1853",-0.874244,-0.00801959,-1.88205,0.661297,1.02023,1.15399,1.97225,0.187216,0,-0.362511,1.45702,1.38845,0.972716,-1.34215,1.32923,0.31855,0.19372,-149.814
"1854",-0.891753,0.684873,-1.3945,0.775623,0.970627,0.563945,2.85433,0.220356,0,-1.19302,1.73471,0.713577,0.266926,-1.92875,0.913217,0.209617,0.0512194,-146.782
"1855",-0.599726,1.1266,-1.54708,0.918051,0.763496,0.453143,3.22318,0.118409,0,-1.12745,1.30725,0.255708,-0.164661,-1.51471,1.04209,0.0384975,-0.0824589,-147.302
"1856",-0.223578,1.31133,-0.586002,1.02443,0.784556,0.430839,2.99974,0.118269,0,-1.76108,0.940943,0.0818734,-0.355856,-2.67956,0.0814791,-0.048282,-0.192423,-146.15
"1857",-0.0717897,1.23417,-0.238655,1.03983,0.734118,0.375354,2.24464,0.0979545,0,-1.51514,0.7489,0.158457,-0.27147,-2.98378,-0.301586,-0.0576851,-0.184626,-146.214
"1858",0.0509381,1.06615,0.548327,1.1094,0.770114,0.316959,2.05101,0.152023,0,-1.47573,0.718182,0.327431,-0.110398,-3.68183,-1.01719,-0.134624,-0.293671,-148.537
"1859",-0.365077,1.15181,0.207467,1.04876,0.688209,0.418056,2.65015,0.0794149,0,-0.990608,1.08011,0.225545,-0.191344,-3.14953,-0.716943,-0.101638,-0.210817,-149.377
"1860",-0.591624,1.52593,0.560944,0.971625,0.772223,0.428376,2.53091,0.0429034,0,-0.526461,1.19753,-0.148947,-0.560336,-3.33534,-1.12678,-0.0434875,-0.104253,-150.033
"1861",-0.134731,1.28661,0.508617,1.00324,1.56569,0.402753,1.9631,0.0731563,0,-1.22322,0.686414,0.100917,-0.322321,-3.58456,-1.06188,-0.0367902,-0.148724,-146.692
"1862",-0.187465,1.20512,0.368071,1.00414,1.52028,0.41494,2.02094,0.0743699,0,-1.18692,0.765888,0.185491,-0.243635,-3.46528,-0.932929,-0.0307848,-0.144812,-145.947
"1863",0.91242,1.23608,-1.33335,0.950547,1.64062,0.337373,1.64694,0.0517975,0,-2.56119,-0.322745,0.162406,-0.265727,-1.82879,0.726829,0.0276124,-0.059373,-148.041
"1864",0.862111,1.21588,-1.36319,0.939689,1.37745,0.337349,2.19559,0.0769445,0,-2.37491,-0.10813,0.169485,-0.260893,-1.64495,0.87761,0.0134913,-0.114866,-146.578
